Wall time,Step,Value,Fold
1733972051.1262245,8882,0.9917335510253906,1
1733972096.691108,8976,0.9916252493858336,1
1733972119.856453,9023,0.9916927814483644,1
1733972280.0206518,9352,0.9917429685592652,1
1733972462.375274,9728,0.9919363260269164,1
1733972485.228406,9775,0.9921593070030212,1
1733972508.5945926,9822,0.9918838143348694,1
1733972601.0964754,10010,0.991949498653412,1
1733972827.6650608,10480,0.9921059608459472,1
1733972850.9212394,10527,0.9922473430633544,1
1733972896.2592745,10621,0.992304503917694,1
1733972986.461144,10809,0.9920096397399902,1
1733973054.443834,10950,0.9921858906745912,1
1733973077.8123205,10997,0.9922937154769896,1
1733973100.4834745,11044,0.9922670125961304,1
1733973168.993219,11185,0.9924753904342652,1
1733973445.334565,11749,0.9924435615539552,1
1733973583.117166,12031,0.9925519227981568,1
1733973651.8418791,12172,0.99249929189682,1
1733973696.650943,12266,0.9925077557563782,1
1733973719.8668215,12313,0.9923129081726074,1
1733973765.1675773,12407,0.9923927187919616,1
1733973856.5502992,12595,0.9925087094306946,1
1733973946.7259445,12783,0.9925224781036376,1
1733973991.7630525,12877,0.9926709532737732,1
1733974106.7801254,13112,0.992620587348938,1
1733974423.840804,13770,0.9928580522537231,1
1733974538.6047952,14005,0.992667555809021,1
1733974561.6778574,14052,0.9926877617836,1
1733974905.2497034,140,0.8553197383880615,2
1733974927.6917365,187,0.8810566663742065,2
1733975019.461374,375,0.9317525625228882,2
1733975043.7510676,422,0.9384238719940186,2
1733975089.1269326,516,0.9499447345733644,2
1733975158.9846022,657,0.9586609601974488,2
1733975273.3611815,892,0.9691770672798156,2
1733975296.8458843,939,0.971100926399231,2
1733975318.7685602,986,0.9715186357498168,2
1733975433.883821,1221,0.9759688377380372,2
1733975456.7481687,1268,0.977107048034668,2
1733975480.1065948,1315,0.9770296812057496,2
1733975549.2740252,1456,0.9786045551300048,2
1733975758.3056688,1879,0.981177806854248,2
1733975802.6547396,1973,0.9820310473442078,2
1733975940.257639,2255,0.982901692390442,2
1733976077.7437022,2537,0.983960211277008,2
1733976100.8996563,2584,0.9843765497207642,2
1733976237.4817312,2866,0.9850046038627625,2
1733976306.476736,3007,0.9853920340538024,2
1733976398.5165567,3195,0.9865806698799132,2
1733976490.9041326,3383,0.9863375425338744,2
1733976536.2437923,3477,0.9868779182434082,2
1733976627.5920286,3665,0.9871839284896852,2
1733976650.9201424,3712,0.986763596534729,2
1733976673.4240816,3759,0.9874178171157836,2
1733976718.779551,3853,0.987334370613098,2
1733976834.3057263,4088,0.9880661368370056,2
1733976948.9461832,4323,0.9880423545837402,2
1733976973.2038226,4370,0.9880096912384032,2
1733976995.431115,4417,0.9880738854408264,2
1733977341.097714,5122,0.9893075823783876,2
1733977502.3295012,5451,0.989319145679474,2
1733977638.1260114,5733,0.9898780584335328,2
1733977660.7132995,5780,0.9895322918891908,2
1733977705.979697,5874,0.9898920059204102,2
1733977752.1757977,5968,0.9900965690612792,2
1733977843.903385,6156,0.9900970458984376,2
1733978053.6934762,6579,0.9903957843780518,2
1733978099.173346,6673,0.9903157949447632,2
1733978122.5234897,6720,0.9903361201286316,2
1733978190.2975886,6861,0.9906521439552308,2
1733978327.6306803,7143,0.990803599357605,2
1733978509.5419214,7519,0.9910997152328492,2
1733978533.2324867,7566,0.9910740852355956,2
1733978602.082513,7707,0.9911627769470216,2
1733978624.744648,7754,0.9910726547241212,2
1733978831.5706842,8177,0.9913060665130616,2
1733978853.4709747,8224,0.991248607635498,2
1733979106.9840484,8741,0.9914286732673644,2
1733979175.4634335,8882,0.9915322065353394,2
1733979197.9446795,8929,0.991487443447113,2
1733979243.6557975,9023,0.9918026328086852,2
1733979290.5348833,9117,0.9917376041412354,2
1733979614.2315772,9775,0.991825520992279,2
1733979729.3543217,10010,0.9919762015342712,2
1733979773.863725,10104,0.9920202493667604,2
1733979841.876427,10245,0.992094874382019,2
1733979888.1930249,10339,0.991992175579071,2
1733980003.2436068,10574,0.9920812249183656,2
1733980026.7358286,10621,0.9920188188552856,2
1733980163.622665,10903,0.9922787547111512,2
1733980209.1007247,10997,0.9922485947608948,2
1733980232.1490307,11044,0.992157816886902,2
1733980278.6163566,11138,0.9924103021621704,2
1733980301.1625452,11185,0.9922423362731934,2
1733980370.3280475,11326,0.9923079609870912,2
1733980416.0210042,11420,0.9923832416534424,2
1733980529.3588474,11655,0.9921214580535888,2
1733980551.2179184,11702,0.9922704696655272,2
1733980755.3821907,12125,0.9924582839012146,2
1733980801.178744,12219,0.992310106754303,2
1733980892.238109,12407,0.9925242066383362,2
1733980915.6041198,12454,0.9924237728118896,2
1733980938.7637148,12501,0.992419958114624,2
1733981031.4862545,12689,0.9923759698867798,2
1733981122.3536613,12877,0.992590069770813,2
1733981144.3253248,12924,0.9924722909927368,2
1733981212.835861,13065,0.992518424987793,2
1733981258.882717,13159,0.99260413646698,2
1733981281.8488832,13206,0.9923891425132751,2
1733981305.046384,13253,0.9925259947776794,2
1733981328.3141253,13300,0.9925844073295592,2
1733981352.690064,13347,0.9924870729446412,2
1733981375.7378783,13394,0.9926759600639344,2
1733981421.408722,13488,0.9926044940948486,2
1733981443.9600525,13535,0.9925284385681152,2
1733981559.107602,13770,0.9926709532737732,2
1733981581.9284945,13817,0.992443025112152,2
1733981672.4368267,14005,0.9925037026405334,2
1733981986.8687606,46,0.7243617177009583,3
1733982032.9207015,140,0.8722744584083557,3
1733982171.106742,422,0.945188045501709,3
1733982217.473178,516,0.9527165293693542,3
1733982331.6116707,751,0.9641939401626588,3
1733982425.1637888,939,0.970923125743866,3
1733982448.3175366,986,0.9712558388710022,3
1733982494.04965,1080,0.9727478623390198,3
1733982773.1717842,1644,0.9797258973121644,3
1733982933.5568616,1973,0.9819180369377136,3
1733982956.3938725,2020,0.9820403456687928,3
1733983004.2657218,2114,0.9817909598350524,3
1733983027.7230809,2161,0.9823512434959412,3
1733983050.9346757,2208,0.9826214909553528,3
1733983074.1422958,2255,0.9830663204193116,3
1733983119.6532674,2349,0.9830869436264038,3
1733983187.9272544,2490,0.9830654859542848,3
1733983282.1025343,2678,0.9846279621124268,3
1733983304.955186,2725,0.9841017723083496,3
1733983399.181807,2913,0.9851468205451964,3
1733983468.9827223,3054,0.9852555990219116,3
1733983561.6503308,3242,0.9862279891967772,3
1733983633.0166855,3383,0.9863011837005616,3
1733983656.0463965,3430,0.9859184622764589,3
1733983679.32288,3477,0.9864218831062316,3
1733983703.2227871,3524,0.9867785573005676,3
1733983725.513706,3571,0.98627907037735,3
1733983772.174687,3665,0.9871153831481934,3
1733983794.719933,3712,0.9869821667671204,3
1733983817.3847008,3759,0.9868392944335938,3
1733983887.4617052,3900,0.9874206781387328,3
1733983910.2887678,3947,0.9875683188438416,3
1733983934.8831005,3994,0.9875996708869934,3
1733983980.82865,4088,0.9874855875968932,3
1733984027.004504,4182,0.9877625107765198,3
1733984050.5137334,4229,0.987824022769928,3
1733984212.0110345,4558,0.9880452752113342,3
1733984279.9393628,4699,0.98833167552948,3
1733984370.7142284,4887,0.9884054064750672,3
1733984438.5749052,5028,0.9887771606445312,3
1733984484.5372422,5122,0.9889175295829772,3
1733984531.259757,5216,0.9889473915100098,3
1733984623.6506188,5404,0.9892575740814208,3
1733984715.8509543,5592,0.9893974661827089,3
1733984784.7416594,5733,0.9894323348999025,3
1733984807.3934674,5780,0.989776611328125,3
1733984831.734974,5827,0.9895294904708862,3
1733984855.5663495,5874,0.9896650314331056,3
1733984993.325363,6156,0.9897568225860596,3
1733985134.7788603,6438,0.9903486371040344,3
1733985180.7224348,6532,0.990309715270996,3
1733985203.8857076,6579,0.9901742935180664,3
1733985295.2472875,6767,0.990368664264679,3
1733985365.594756,6908,0.9904032945632936,3
1733985388.7943602,6955,0.9905532002449036,3
1733985456.7719157,7096,0.9907472729682922,3
1733985478.9858253,7143,0.9905883073806764,3
1733985502.2919707,7190,0.9907687306404114,3
1733985547.9907415,7284,0.990892767906189,3
1733985593.3292792,7378,0.9906137585639954,3
1733985730.2845128,7660,0.9909077286720276,3
1733985798.4421928,7801,0.9911322593688964,3
1733985821.1175487,7848,0.9911267161369324,3
1733985889.895825,7989,0.991051435470581,3
1733985912.9226513,8036,0.991302728652954,3
1733985935.6020668,8083,0.991346001625061,3
1733985982.434617,8177,0.9912818670272828,3
1733986005.4312642,8224,0.991381824016571,3
1733986142.187122,8506,0.99134361743927,3
1733986234.9573262,8694,0.9916086792945862,3
1733986257.6646743,8741,0.9916819334030152,3
1733986301.4891057,8835,0.9913542866706848,3
1733986346.865836,8929,0.9916011095046996,3
1733986393.5396636,9023,0.991777241230011,3
1733986416.2490158,9070,0.9913449883461,3
1733986440.75767,9117,0.991422712802887,3
1733986463.6148825,9164,0.9917437434196472,3
1733986486.415913,9211,0.991868019104004,3
1733986555.2277,9352,0.9918004274368286,3
1733986601.7258787,9446,0.9916521906852722,3
1733986647.888185,9540,0.9918491840362548,3
1733986717.9388337,9681,0.991942822933197,3
1733986763.942664,9775,0.9917511343955994,3
1733986786.606119,9822,0.9918823838233948,3
1733986809.4400508,9869,0.9920480847358704,3
1733986946.4694753,10151,0.9920800924301147,3
1733986968.931028,10198,0.9920830726623536,3
1733987015.1249974,10292,0.9920850396156312,3
1733987082.819213,10433,0.9919396042823792,3
1733987175.7087388,10621,0.9921247363090516,3
1733987242.860215,10762,0.992048978805542,3
1733987311.9057338,10903,0.9919500350952148,3
1733987335.262624,10950,0.9922266602516174,3
1733987380.623327,11044,0.9919111132621764,3
1733987425.4459789,11138,0.9922882318496704,3
1733987471.081771,11232,0.992344319820404,3
1733987583.1478517,11467,0.9920998215675354,3
1733987651.0244644,11608,0.9922205209732056,3
1733987696.7366924,11702,0.9923418164253236,3
1733988042.596207,12407,0.9925832748413086,3
1733988134.5891926,12595,0.9924466609954834,3
1733988180.6056235,12689,0.9924041032791138,3
1733988203.5848076,12736,0.992756724357605,3
1733988293.8995075,12924,0.9925692081451416,3
1733988341.150058,13018,0.9924095273017884,3
1733988364.8624232,13065,0.9924724102020264,3
1733988434.1961093,13206,0.9925224781036376,3
1733988480.0467484,13300,0.9925944209098816,3
1733988526.546963,13394,0.992783546447754,3
1733988596.2721791,13535,0.9924743175506592,3
1733988641.9316137,13629,0.9925935864448548,3
1733988665.6100676,13676,0.9926199913024902,3
1733988711.6022425,13770,0.9925679564476012,3
1733988802.5008097,13958,0.9926717281341552,3
1733989149.9964838,46,0.6565263867378235,4
1733989312.722129,375,0.9390574097633362,4
1733989335.743847,422,0.9460716247558594,4
1733989358.115367,469,0.9500305652618408,4
1733989381.5680947,516,0.9540090560913086,4
1733989427.1188843,610,0.961816132068634,4
1733989498.0045516,751,0.9673596620559692,4
1733989521.530157,798,0.9672821164131165,4
1733989544.3517616,845,0.9695493578910828,4
1733989615.4337215,986,0.9733896851539612,4
1733989638.7683916,1033,0.9730580449104308,4
1733989663.79749,1080,0.9748103618621826,4
1733989689.0820084,1127,0.9752216935157776,4
1733989882.131642,1503,0.9787530899047852,4
1733989904.468397,1550,0.9796292185783386,4
1733989974.30545,1691,0.9802531599998474,4
1733990135.705181,2020,0.9819381237030028,4
1733990203.753149,2161,0.9829429984092712,4
1733990390.818237,2537,0.984333634376526,4
1733990414.808226,2584,0.9845538139343262,4
1733990464.158813,2678,0.984533190727234,4
1733990487.373246,2725,0.9848655462265016,4
1733990509.9206886,2772,0.985382616519928,4
1733990580.8940625,2913,0.9854143857955932,4
1733990604.6147747,2960,0.9854833483695984,4
1733990651.5653026,3054,0.985773503780365,4
1733990698.4495006,3148,0.985871434211731,4
1733990814.4355772,3383,0.9863210320472716,4
1733990838.1926827,3430,0.986766278743744,4
1733990930.810626,3618,0.9870890974998474,4
1733990954.1769052,3665,0.9872074723243712,4
1733990976.6884625,3712,0.9871505498886108,4
1733990999.5223012,3759,0.987194001674652,4
1733991068.5527291,3900,0.98745858669281,4
1733991091.8912811,3947,0.987396776676178,4
1733991114.429571,3994,0.9876195192337036,4
1733991183.9451551,4135,0.9874913692474364,4
1733991207.630612,4182,0.987568736076355,4
1733991392.8358004,4558,0.9886972904205322,4
1733991484.355974,4746,0.9886320233345032,4
1733991530.3555224,4840,0.9889358282089232,4
1733991576.4994223,4934,0.989189624786377,4
1733991600.1770113,4981,0.9889456033706664,4
1733991669.897137,5122,0.9892151355743408,4
1733991739.0959797,5263,0.9892669320106506,4
1733991762.1433473,5310,0.9892425537109376,4
1733991785.0995903,5357,0.9894716143608092,4
1733991807.63792,5404,0.9894009232521056,4
1733991878.4562511,5545,0.9895952343940736,4
1733992063.166139,5921,0.9898231625556946,4
1733992108.561651,6015,0.990132212638855,4
1733992155.6342,6109,0.9901980757713318,4
1733992201.0788436,6203,0.9900236129760742,4
1733992224.279683,6250,0.9902226328849792,4
1733992294.113224,6391,0.9902455806732178,4
1733992340.6800966,6485,0.9905405640602112,4
1733992386.3508031,6579,0.990361988544464,4
1733992501.7014844,6814,0.9906345009803772,4
1733992663.5829134,7143,0.9907393455505372,4
1733992687.3129623,7190,0.990831732749939,4
1733992756.8377442,7331,0.9909878373146056,4
1733992802.3349595,7425,0.9909749031066896,4
1733992942.0102408,7707,0.9908876419067384,4
1733992964.839633,7754,0.9912623763084412,4
1733993013.1859243,7848,0.9911717176437378,4
1733993060.2223084,7942,0.9912787675857544,4
1733993152.7571487,8130,0.9913657903671264,4
1733993246.3168328,8318,0.9914160966873168,4
1733993293.2620554,8412,0.9914680123329164,4
1733993409.5350735,8647,0.9915620684623718,4
1733993432.9885745,8694,0.991633415222168,4
1733993456.4817502,8741,0.9915183186531068,4
1733993619.2346575,9070,0.9917439222335817,4
1733993641.8836222,9117,0.9916068911552428,4
1733993781.061195,9399,0.992027759552002,4
1733993873.8065054,9587,0.9920114278793336,4
1733993897.414085,9634,0.9919142723083496,4
1733993920.8183105,9681,0.9917579889297484,4
1733994132.144045,10104,0.992065727710724,4
1733994177.5855815,10198,0.9920815229415894,4
1733994248.2685344,10339,0.992142915725708,4
1733994388.9549932,10621,0.9923746585845948,4
1733994412.617302,10668,0.9924314022064208,4
1733994506.29437,10856,0.9923431873321532,4
1733994575.3261027,10997,0.9924647212028505,4
1733994597.6863194,11044,0.99210923910141,4
1733994620.696096,11091,0.992339551448822,4
1733994689.5543797,11232,0.9923228621482848,4
1733994945.2910662,11749,0.992539882659912,4
1733995015.1278856,11890,0.9923877120018004,4
1733995084.496121,12031,0.9926322102546692,4
1733995106.996215,12078,0.9925023913383484,4
1733995131.1466649,12125,0.9925607442855836,4
1733995202.1830635,12266,0.9926208257675172,4
1733995226.1880665,12313,0.992510199546814,4
1733995249.393988,12360,0.9923508167266846,4
1733995597.86685,13065,0.992484211921692,4
1733995666.0777724,13206,0.9924952387809752,4
1733995712.7437687,13300,0.9925214648246764,4
1733995735.478516,13347,0.9927391409873962,4
1733995781.938698,13441,0.9926505088806152,4
1733995805.4402823,13488,0.992553174495697,4
1733995875.5845687,13629,0.992504358291626,4
1733995945.3148017,13770,0.9925321340560912,4
1733995968.472511,13817,0.9926124215126038,4
1733996016.124551,13911,0.992484450340271,4
1733996062.339028,14005,0.9928051829338074,4
1733996109.032849,14099,0.9928487539291382,4
1733996406.061487,93,0.8191788196563721,5
1733996476.0812714,234,0.9164490699768066,5
1733996523.414506,328,0.9334388971328736,5
1733996569.4009972,422,0.945507824420929,5
1733996616.0950267,516,0.9544288516044616,5
1733996664.0794957,610,0.9602739214897156,5
1733996710.1045096,704,0.9654088616371156,5
1733996941.953206,1174,0.9760465621948242,5
1733997035.7477753,1362,0.977783977985382,5
1733997128.548129,1550,0.9800928831100464,5
1733997152.0909712,1597,0.9805106520652772,5
1733997174.8903842,1644,0.9804727435112,5
1733997222.9367387,1738,0.981165051460266,5
1733997292.6219776,1879,0.9816238284111024,5
1733997363.930064,2020,0.9825276136398317,5
1733997409.9001124,2114,0.9831324219703674,5
1733997481.097781,2255,0.984032154083252,5
1733997619.4509814,2537,0.9845308065414428,5
1733997666.3051074,2631,0.9845618605613708,5
1733997712.5404036,2725,0.9855760931968688,5
1733997735.5013185,2772,0.9855710864067078,5
1733997803.7392826,2913,0.985923707485199,5
1733997827.0313866,2960,0.9854678511619568,5
1733997850.5740235,3007,0.9857271909713744,5
1733997921.2525766,3148,0.9865880608558656,5
1733998107.0972517,3524,0.9868495464324952,5
1733998222.9192429,3759,0.9874933958053588,5
1733998269.096263,3853,0.9879369139671326,5
1733998406.6556747,4135,0.988618552684784,5
1733998499.1868873,4323,0.9886540174484252,5
1733998522.3310428,4370,0.9879879951477052,5
1733998545.5367754,4417,0.9886497855186462,5
1733998569.0218267,4464,0.9886116981506348,5
1733998710.4095714,4746,0.9889994263648988,5
1733998778.4434354,4887,0.989268958568573,5
1733998941.0899262,5216,0.9897581338882446,5
1733998987.0864372,5310,0.9898183345794678,5
1733999057.9412868,5451,0.9899912476539612,5
1733999080.957163,5498,0.9898045659065248,5
1733999150.7042832,5639,0.9896947145462036,5
1733999173.8358324,5686,0.990186870098114,5
1733999290.1811182,5921,0.9902485609054564,5
1733999312.9034417,5968,0.9902365803718568,5
1733999336.4016356,6015,0.9903775453567504,5
1733999407.389067,6156,0.9904265999794006,5
1733999476.6098068,6297,0.9903526306152344,5
1733999499.5831883,6344,0.990357220172882,5
1733999523.4794185,6391,0.9904975295066832,5
1733999545.9663565,6438,0.9906232357025146,5
1733999568.4515662,6485,0.990714430809021,5
1733999708.3043008,6767,0.9905814528465272,5
1733999846.6952074,7049,0.9910327196121216,5
1733999988.2113316,7331,0.99120432138443,5
1734000081.325889,7519,0.9911270141601562,5
1734000129.2744198,7613,0.9913634657859802,5
1734000246.4766662,7848,0.9912431836128236,5
1734000340.8925889,8036,0.9915207624435424,5
1734000502.6773615,8365,0.9917960166931152,5
1734000550.0452917,8459,0.991596221923828,5
1734000620.896408,8600,0.9919270873069764,5
1734000667.0576162,8694,0.991755187511444,5
1734000689.9002986,8741,0.99196058511734,5
1734000760.5599785,8882,0.9918780326843262,5
1734000783.9156468,8929,0.9920631051063538,5
1734000830.598973,9023,0.991725206375122,5
1734000854.9791546,9070,0.9919594526290894,5
1734000924.7515812,9211,0.9922736883163452,5
1734001320.7656832,10010,0.9922950267791748,5
1734001343.665369,10057,0.9921661019325256,5
1734001366.3196769,10104,0.9921637773513794,5
1734001389.6697085,10151,0.992205798625946,5
1734001484.2945874,10339,0.9921855330467224,5
1734001554.873741,10480,0.9924250841140748,5
1734001647.8404715,10668,0.9921239614486694,5
1734001671.5375698,10715,0.9924904704093932,5
1734001694.8562603,10762,0.99245023727417,5
1734001788.4001615,10950,0.99251526594162,5
1734001811.8281417,10997,0.992225706577301,5
1734001835.2093282,11044,0.9921969771385192,5
1734001881.0488925,11138,0.9926561713218688,5
1734001928.095544,11232,0.9924241900444032,5
1734001973.780927,11326,0.992614209651947,5
1734002021.44048,11420,0.992520809173584,5
1734002207.629121,11796,0.9927089214324952,5
1734002327.98415,12031,0.9926984906196594,5
1734002351.8490264,12078,0.9926443099975586,5
1734002564.431497,12501,0.9927945137023926,5
1734002587.9876125,12548,0.9926493763923644,5
1734002843.8623004,13065,0.9929792284965516,5
1734002962.7158751,13300,0.9927381277084352,5
1734003033.8861578,13441,0.9927830100059508,5
1734003058.4014812,13488,0.992800235748291,5
1734003128.9177048,13629,0.9929909110069276,5
1734003175.911899,13723,0.9929816722869872,5
1734003199.116162,13770,0.9927546977996826,5
1734003636.962838,46,0.6800783276557922,6
1734003661.2736263,93,0.7936105728149414,6
1734003685.6790602,140,0.8469551205635071,6
1734003712.082054,187,0.8801557421684265,6
1734003805.6676998,328,0.928540587425232,6
1734003866.8563128,422,0.9445961117744446,6
1734003896.3444402,469,0.9493212103843688,6
1734003925.6366124,516,0.9549604654312134,6
1734004132.019504,892,0.9706408381462096,6
1734004251.926116,1127,0.9761622548103333,6
1734004276.4867702,1174,0.9765223860740662,6
1734004347.851347,1315,0.977458119392395,6
1734004515.72058,1644,0.9810943007469176,6
1734004563.8063076,1738,0.9814557433128356,6
1734004801.2278209,2208,0.9832528829574584,6
1734004921.518204,2443,0.9841745495796204,6
1734004945.0538657,2490,0.9844380021095276,6
1734004992.7372332,2584,0.984614074230194,6
1734005016.0898285,2631,0.9849541187286376,6
1734005159.145639,2913,0.9857132434844972,6
1734005182.195851,2960,0.9856738448143004,6
1734005326.6637866,3242,0.9864142537117004,6
1734005350.976312,3289,0.9868674278259276,6
1734005564.3177528,3712,0.987491011619568,6
1734005660.3741531,3900,0.9872080683708192,6
1734005708.7432134,3994,0.9874216318130492,6
1734005803.316507,4182,0.9881585836410522,6
1734006018.7475953,4605,0.9887130856513976,6
1734006066.288754,4699,0.988900065422058,6
1734006138.3596194,4840,0.9890530705451964,6
1734006186.366127,4934,0.9890790581703186,6
1734006210.1058843,4981,0.9892816543579102,6
1734006327.8813078,5216,0.9895053505897522,6
1734006400.4666688,5357,0.9895391464233398,6
1734006519.8847198,5592,0.989708423614502,6
1734006567.2505212,5686,0.9898691773414612,6
1734006661.8478098,5874,0.9897568225860596,6
1734006708.971105,5968,0.9900850653648376,6
1734006734.6536734,6015,0.9901758432388306,6
1734006759.7447853,6062,0.990203320980072,6
1734006806.6612484,6156,0.9899165034294128,6
1734006855.1173804,6250,0.9903159141540528,6
1734006975.505315,6485,0.9905208945274352,6
1734007047.75955,6626,0.990494966506958,6
1734007097.086221,6720,0.9904850721359252,6
1734007169.459211,6861,0.9907622337341307,6
1734007241.3310907,7002,0.9906007647514344,6
1734007337.6360762,7190,0.9909772872924804,6
1734007408.4413989,7331,0.991015374660492,6
1734007504.327591,7519,0.9912381768226624,6
1734007527.016403,7566,0.9911742210388184,6
1734007550.6426218,7613,0.9909673929214478,6
1734007718.651294,7942,0.9914336204528807,6
1734007765.3072698,8036,0.9914517998695374,6
1734007813.3535423,8130,0.9911531805992126,6
1734007883.8985178,8271,0.9914617538452148,6
1734007907.7310576,8318,0.9913980960845948,6
1734008050.9975953,8600,0.9917150139808656,6
1734008075.8855402,8647,0.9915179014205932,6
1734008171.5432365,8835,0.9916387796401978,6
1734008266.7498932,9023,0.991857647895813,6
1734008337.3441155,9164,0.9917140007019044,6
1734008361.5593612,9211,0.9919068217277528,6
1734008386.8165278,9258,0.9918164014816284,6
1734008410.9664636,9305,0.9916774034500122,6
1734008457.8586688,9399,0.9918588995933532,6
1734008531.235617,9540,0.992046356201172,6
1734008697.7864823,9869,0.9920523762702942,6
1734008721.8693943,9916,0.9919744729995728,6
1734008843.1297808,10151,0.9920679330825806,6
1734008890.63417,10245,0.9921104311943054,6
1734008913.842832,10292,0.992070198059082,6
1734008937.71398,10339,0.9923120737075806,6
1734009154.8255315,10762,0.9922255873680116,6
1734009252.1764612,10950,0.9924683570861816,6
1734009276.541629,10997,0.9923495650291444,6
1734009300.0392048,11044,0.992199957370758,6
1734009324.5267782,11091,0.9924021363258362,6
1734009372.8605006,11185,0.9924192428588868,6
1734009491.5747752,11420,0.9922665953636168,6
1734009515.6004548,11467,0.9924952387809752,6
1734009563.158933,11561,0.9925045371055604,6
1734009588.0183957,11608,0.992303192615509,6
1734009612.5493608,11655,0.992534339427948,6
1734009684.9569554,11796,0.9925028085708618,6
1734009733.7815025,11890,0.9925104975700378,6
1734009758.530487,11937,0.9924169182777404,6
1734009781.7938037,11984,0.9925068616867064,6
1734009994.9597926,12407,0.9924627542495728,6
1734010065.796455,12548,0.9926604628562928,6
1734010280.7890265,12971,0.9926981925964355,6
1734010424.192773,13253,0.9928733110427856,6
1734010447.6301637,13300,0.9926866292953492,6
1734010594.7332835,13582,0.99270498752594,6
1734010620.0721784,13629,0.9926719069480896,6
1734010643.900469,13676,0.9927052855491638,6
1734010690.9405637,13770,0.99288409948349,6
1734010836.3950725,14052,0.992647111415863,6
1734011221.9212115,234,0.9045771956443788,7
1734011244.4259424,281,0.9204899668693542,7
1734011429.0253992,657,0.963194727897644,7
1734011451.862317,704,0.9662714004516602,7
1734011521.6829922,845,0.9695974588394164,7
1734011592.570598,986,0.9734766483306884,7
1734011685.3277383,1174,0.9758836627006532,7
1734011731.9798265,1268,0.9774380326271056,7
1734011825.597394,1456,0.9792405962944032,7
1734011962.8314552,1738,0.9809511303901672,7
1734012056.2654808,1926,0.9820253252983092,7
1734012079.405821,1973,0.9819427728652954,7
1734012148.655072,2114,0.9831665754318236,7
1734012195.620577,2208,0.983035445213318,7
1734012264.8340948,2349,0.9839354753494264,7
1734012357.259364,2537,0.9839896559715272,7
1734012403.587595,2631,0.9847429990768432,7
1734012448.6056118,2725,0.9853675365447998,7
1734012472.225187,2772,0.985247790813446,7
1734012495.78015,2819,0.9857604503631592,7
1734012657.2734387,3148,0.9864309430122375,7
1734012703.0704362,3242,0.9867591261863708,7
1734012726.4481194,3289,0.9867253303527832,7
1734012866.7455237,3571,0.9870557188987732,7
1734012889.2361052,3618,0.9873270988464355,7
1734012912.4452963,3665,0.987379252910614,7
1734012959.003132,3759,0.9873382449150084,7
1734013005.3493962,3853,0.9879781007766724,7
1734013282.2384114,4417,0.9886578321456908,7
1734013488.4655795,4840,0.9890919923782348,7
1734013580.6912158,5028,0.9896414875984192,7
1734013696.5775623,5263,0.9895619750022888,7
1734013718.7589192,5310,0.9898988604545592,7
