Wall time,Step,Value
1733309602.5347562,41,0.5879791975021362
1733309625.560456,83,0.6937157511711121
1733309648.4547,125,0.7502115368843079
1733309671.7773046,167,0.7961090803146362
1733309694.2553163,209,0.8301367163658142
1733309717.5323625,251,0.8539879322052002
1733309740.8303397,293,0.8737951517105103
1733309764.8310633,335,0.8890122175216675
1733309788.674194,377,0.9021764993667603
1733309811.6152446,419,0.9147323369979858
1733309835.2681367,461,0.9195355772972107
1733309858.2982512,503,0.9245348572731018
1733309882.456591,545,0.9295031428337097
1733309906.6701202,587,0.9327267408370972
1733309931.7057364,629,0.9343101382255554
1733309955.3797193,671,0.9399811625480652
1733309978.083817,713,0.9422640204429626
1733310001.39076,755,0.9444176554679871
1733310024.0687337,797,0.9447780251502991
1733310047.9003243,839,0.9453556537628174
1733310071.258824,881,0.9487302899360657
1733310094.6121366,923,0.9494904279708862
1733310118.4878953,965,0.9498698711395264
1733310141.8827026,1007,0.9529121518135071
1733310164.852447,1049,0.9564715027809143
1733310187.4654648,1091,0.9568118453025818
1733310210.3586812,1133,0.9542700052261353
1733310233.7213726,1175,0.9574262499809265
1733310256.798053,1217,0.9594559669494629
1733310279.1753032,1259,0.9577590227127075
1733310303.1095116,1301,0.9605545401573181
1733310325.761011,1343,0.9588056802749634
1733310350.2487118,1385,0.9602014422416687
1733310373.0133898,1427,0.9608473777770996
1733310395.954216,1469,0.960814893245697
1733310420.0473459,1511,0.9605779647827148
1733310443.952972,1553,0.9618581533432007
1733310467.326473,1595,0.963353157043457
1733310491.0736084,1637,0.9623345136642456
1733310514.9268415,1679,0.9628934264183044
1733310537.91216,1721,0.9631606936454773
1733310561.9848816,1763,0.9628646373748779
1733310584.987991,1805,0.9615787863731384
1733310609.3646529,1847,0.9637905955314636
1733310632.4172807,1889,0.9645006060600281
1733310656.196975,1931,0.9651265144348145
1733310679.3234668,1973,0.964658260345459
1733310702.7745419,2015,0.965889036655426
1733310727.0360372,2057,0.9654285907745361
1733310750.5329716,2099,0.9654005169868469
1733310773.462354,2141,0.9656533002853394
1733310796.6307821,2183,0.9661908745765686
1733310819.7470117,2225,0.9669073224067688
1733310843.661839,2267,0.9679127335548401
1733310866.2606502,2309,0.9689847826957703
1733310890.155262,2351,0.9658043384552002
1733310913.5930865,2393,0.9657610058784485
1733310936.5368786,2435,0.9694586992263794
1733310960.533412,2477,0.9678182005882263
1733310983.3366518,2519,0.9678345322608948
1733311006.8108814,2561,0.9680224657058716
1733311029.7098193,2603,0.9684715270996094
1733311052.5089192,2645,0.968102216720581
1733311075.480178,2687,0.968174397945404
1733311098.2362792,2729,0.967958927154541
1733311121.0626814,2771,0.9693580269813538
1733311146.2365332,2813,0.9682533144950867
1733311169.180485,2855,0.9692431688308716
1733311193.5962605,2897,0.9694917798042297
1733311216.3741517,2939,0.9695990681648254
1733311239.7634554,2981,0.9689738750457764
1733311264.4602757,3023,0.9702389240264893
1733311287.6113613,3065,0.9701194763183594
1733311311.560644,3107,0.9700906872749329
1733311334.8619115,3149,0.9703004956245422
1733311359.3420746,3191,0.9705451130867004
1733311382.7319796,3233,0.9696670770645142
1733311405.7004602,3275,0.9695520401000977
1733311429.7225597,3317,0.9699199199676514
1733311454.062418,3359,0.9712823629379272
1733311477.4302151,3401,0.9733375906944275
1733311501.1286826,3443,0.9701103568077087
1733311523.9611351,3485,0.97195965051651
1733311547.8131185,3527,0.9712705612182617
1733311570.4041078,3569,0.9717089533805847
1733311593.8578563,3611,0.9723052382469177
1733311618.0478814,3653,0.9720580577850342
1733311641.160481,3695,0.9711387753486633
1733311665.022497,3737,0.9711519479751587
1733311688.5322757,3779,0.9717013239860535
1733311711.8906748,3821,0.9724279046058655
1733311735.2219539,3863,0.9726012349128723
1733311759.1526785,3905,0.9722574949264526
1733311782.4872952,3947,0.9727598428726196
1733311806.5251396,3989,0.9721440672874451
1733311829.92439,4031,0.9729858040809631
1733311852.5255756,4073,0.9739145040512085
1733311875.6864676,4115,0.9747437238693237
1733311899.5818617,4157,0.9734897017478943
1733311924.1847477,4199,0.973249614238739
1733311946.9787302,4241,0.9740716814994812
1733311970.6063023,4283,0.9735097885131836
1733311994.6624382,4325,0.9737561941146851
1733312017.2476513,4367,0.9746160507202148
1733312040.3939369,4409,0.9738340377807617
1733312062.9983487,4451,0.9735186696052551
1733312086.389612,4493,0.9727272391319275
1733312109.198015,4535,0.9744753241539001
1733312132.1513526,4577,0.9734822511672974
1733312156.8149838,4619,0.9731206893920898
1733312181.4467363,4661,0.9742445349693298
1733312204.36849,4703,0.9738546013832092
1733312227.406441,4745,0.9748046398162842
1733312250.6896183,4787,0.9740318059921265
1733312273.888879,4829,0.9730651378631592
1733312297.4689035,4871,0.9744023084640503
1733312321.106098,4913,0.9749336242675781
1733312345.360789,4955,0.9749528765678406
1733312369.353464,4997,0.9741304516792297
1733312392.78736,5039,0.9740566611289978
1733312415.7965443,5081,0.975245475769043
1733312438.58723,5123,0.9742593765258789
1733312462.3058064,5165,0.9749090075492859
1733312485.1076996,5207,0.9746068120002747
1733312508.996566,5249,0.9757099747657776
1733312533.2089245,5291,0.9736139178276062
1733312556.2871966,5333,0.9749422669410706
1733312580.175998,5375,0.9755292534828186
1733312602.9968846,5417,0.9758491516113281
1733312627.1081495,5459,0.9748826026916504
1733312649.7268722,5501,0.9755698442459106
1733312673.1270304,5543,0.9750829339027405
1733312697.1721826,5585,0.9749999046325684
1733312720.428394,5627,0.9760065674781799
1733312743.781,5669,0.9758864641189575
1733312767.5514867,5711,0.9751479625701904
1733312790.8646326,5753,0.9753090739250183
1733312814.5619533,5795,0.9748436808586121
1733312837.281382,5837,0.975608766078949
1733312860.2696383,5879,0.9750764966011047
1733312884.8626513,5921,0.9762364625930786
1733312907.7218707,5963,0.9757592082023621
1733312931.433631,6005,0.9755643606185913
1733312957.2176998,6047,0.9765118956565857
1733312981.2323737,6089,0.9761075377464294
1733313006.2461488,6131,0.9748469591140747
1733313030.249901,6173,0.9762150645256042
1733313053.7782798,6215,0.9761878252029419
1733313077.572659,6257,0.9764742851257324
1733313099.9008267,6299,0.9767710566520691
1733313123.4171383,6341,0.9767895340919495
1733313145.5920727,6383,0.9759900569915771
1733313169.1147766,6425,0.9748477339744568
1733313192.831088,6467,0.9766883254051208
1733313216.1470265,6509,0.9769371747970581
1733313239.6311073,6551,0.9769317507743835
1733313263.1114316,6593,0.977308988571167
1733313286.8894386,6635,0.9770135879516602
1733313310.5052152,6677,0.9771733283996582
1733313333.6449764,6719,0.9758824706077576
1733313357.2790635,6761,0.9766018390655518
1733313380.3361337,6803,0.977410614490509
1733313403.3551998,6845,0.9768463969230652
1733313428.3071117,6887,0.9768972396850586
1733313451.2697175,6929,0.9768032431602478
1733313474.6734724,6971,0.9766074419021606
1733313498.9724412,7013,0.9778171181678772
1733313523.5635667,7055,0.9774215817451477
1733313547.0935774,7097,0.9778541922569275
1733313570.5216231,7139,0.9776051640510559
1733313593.8514676,7181,0.9769759178161621
1733313617.6665404,7223,0.9768165349960327
1733313640.5882695,7265,0.976349949836731
1733313663.7202127,7307,0.9779509902000427
1733313687.5862052,7349,0.9773465394973755
1733313711.0492363,7391,0.9773308634757996
1733313734.1011348,7433,0.9771923422813416
1733313757.364306,7475,0.9773027300834656
1733313782.168134,7517,0.9773716330528259
1733313805.5306485,7559,0.9782130122184753
1733313829.5751343,7601,0.978100597858429
1733313852.617664,7643,0.9769785404205322
1733313876.0352914,7685,0.9777584671974182
1733313899.5510707,7727,0.9760751724243164
1733313923.5576682,7769,0.9782328605651855
1733313947.2394757,7811,0.9783506393432617
1733313970.9580586,7853,0.9782531261444092
1733313994.9393132,7895,0.9773163795471191
1733314020.3712635,7937,0.9776301383972168
1733314044.821822,7979,0.9780598878860474
1733314068.8534606,8021,0.9778899550437927
1733314091.481607,8063,0.9768585562705994
1733314114.30049,8105,0.9768691658973694
1733314138.286678,8147,0.9775601029396057
1733314161.779453,8189,0.9785740375518799
1733314185.7375185,8231,0.9773920774459839
1733314208.2774436,8273,0.9779747128486633
1733314232.9402287,8315,0.9773810505867004
1733314256.691558,8357,0.9775431752204895
1733314280.0922565,8399,0.9779824018478394
1733314303.6571145,8441,0.9780077934265137
1733314327.0603547,8483,0.9779548048973083
1733314350.4967463,8525,0.9791655540466309
1733314374.110207,8567,0.9787015914916992
1733314397.63531,8609,0.9788373112678528
1733314420.9627185,8651,0.9778845906257629
1733314445.4712982,8693,0.9791035652160645
1733314469.183909,8735,0.9791163802146912
1733314493.2920554,8777,0.9775608777999878
1733314516.8571632,8819,0.9782376885414124
1733314540.5073633,8861,0.9783782958984375
1733314564.6813383,8903,0.9773993492126465
1733314588.4645815,8945,0.9788486957550049
1733314612.1231842,8987,0.9787107706069946
1733314634.7391522,9029,0.978691577911377
1733314657.6651833,9071,0.9786750078201294
1733314681.5161097,9113,0.9787399768829346
1733314705.1453102,9155,0.9785850048065186
1733314728.9422207,9197,0.978575587272644
1733314751.7379384,9239,0.9794334769248962
1733314774.5746694,9281,0.9790387749671936
1733314798.260466,9323,0.9794209599494934
1733314822.4207115,9365,0.9759371876716614
1733314846.2573185,9407,0.9793744087219238
1733314870.8812132,9449,0.9781039357185364
1733314894.0299323,9491,0.977754533290863
1733314917.7979581,9533,0.9790598154067993
1733314940.8110144,9575,0.9793578386306763
1733314965.1074102,9617,0.9793350696563721
1733314988.457886,9659,0.978722095489502
1733315012.3512592,9701,0.9788401126861572
1733315035.6598203,9743,0.9789615273475647
1733315059.0237427,9785,0.9793666005134583
1733315082.9139605,9827,0.9782388806343079
