Wall time,Step,Value
1733309597.6255798,31,1.2945805788040161
1733309607.1105945,47,1.1550486087799072
1733309610.9635277,55,1.2506535053253174
1733309620.1836152,71,1.2791988849639893
1733309631.8193676,87,1.118920087814331
1733309635.0233836,95,1.1621525287628174
1733309638.1671395,103,1.1316453218460083
1733309642.8245673,111,1.0898916721343994
1733309645.5792358,119,1.1258445978164673
1733309654.2632234,127,1.1193208694458008
1733309658.2316153,135,1.1493525505065918
1733309661.824053,143,1.1388498544692993
1733309665.850833,151,0.9793505072593689
1733309668.5372405,159,1.0050932168960571
1733309669.8805025,167,1.1440107822418213
1733309680.4400694,183,1.0429989099502563
1733309689.265905,199,1.0119255781173706
1733309692.2620902,207,1.0338724851608276
1733309715.0799654,247,0.9949225187301636
1733309723.3572302,255,0.9466851949691772
1733309727.9336424,263,0.779211163520813
1733309731.6208537,271,0.9061394929885864
1733309735.8256893,279,0.8606745004653931
1733309745.7840333,295,0.7822112441062927
1733309756.6157987,319,0.8106539249420166
1733309761.0705624,327,0.873618483543396
1733309771.21463,343,0.8994413614273071
1733309775.2309597,351,0.7494754791259766
1733309778.7430449,359,1.0350341796875
1733309782.8122578,367,0.944621741771698
1733309793.8286893,383,0.7706214189529419
1733309801.327024,399,0.7553423047065735
1733309804.9684043,407,0.6895459294319153
1733309821.7829282,431,0.8334156274795532
1733309825.489546,439,0.6612666845321655
1733309827.8548696,447,0.7929160594940186
1733309831.467702,455,0.8121168613433838
1733309839.6806724,463,0.7282860279083252
1733309850.6461496,487,0.7303254008293152
1733309854.2938058,495,0.7043009996414185
1733309864.0705562,511,0.8362166881561279
1733309872.7444923,527,0.7283689975738525
1733309877.6839235,535,0.7085245251655579
1733309880.0200052,543,0.7251152992248535
1733309887.7132032,551,0.669377863407135
1733309891.3714762,559,0.7885715961456299
1733309899.9576929,575,0.7656874656677246
1733309903.2016435,583,0.9161877632141113
1733309911.3567467,591,0.5324661135673523
1733309916.2708447,599,0.676860511302948
1733309925.3557045,615,0.713012158870697
1733309934.910145,631,0.6525287628173828
1733309938.23935,639,0.6922109127044678
1733309947.5252826,655,0.5276892185211182
1733309961.336912,679,0.5223069787025452
1733309965.3472455,687,0.7439814805984497
1733309968.9950342,695,0.7269086837768555
1733309972.1940649,703,0.7000033259391785
1733309975.938926,711,0.5745242238044739
1733309982.7099802,719,0.7739924192428589
1733309992.096558,735,0.5750149488449097
1733309995.0873275,743,0.7414531707763672
1733309998.4638946,751,0.5524494051933289
1733310006.770596,759,0.7135602831840515
1733310029.0203183,799,0.5030300617218018
1733310039.8247588,823,0.599219560623169
1733310045.8138764,839,0.7177435755729675
1733310054.8922253,847,0.5145675539970398
1733310057.4763713,855,0.4558260440826416
1733310088.9025867,911,0.5736925601959229
1733310104.8676598,935,0.6048977375030518
1733310111.6475968,951,0.7054250240325928
1733310114.7923863,959,0.7208545207977295
1733310121.786602,967,0.3958258032798767
1733310137.0274067,999,0.5864642262458801
1733310139.888742,1007,0.5109803676605225
1733310148.1136122,1015,0.4051457941532135
1733310160.919455,1039,0.4184892773628235
1733310162.7620623,1047,0.4071040153503418
1733310176.9662104,1071,0.46281498670578003
1733310195.5712535,1103,0.48401790857315063
1733310202.9555674,1119,0.3449835181236267
1733310215.1377897,1135,0.41135650873184204
1733310217.7119088,1143,0.3866159915924072
1733310221.4020455,1151,0.527829647064209
1733310225.6078026,1159,0.4326170086860657
1733310229.9185042,1167,0.30980056524276733
1733310231.7513378,1175,0.4071972966194153
1733310245.3101344,1191,0.3988093137741089
1733310252.0516808,1207,0.40367746353149414
1733310266.683315,1231,0.34224528074264526
1733310269.6659653,1239,0.36968374252319336
1733310273.9804516,1247,0.4183884859085083
1733310285.328604,1263,0.506915807723999
1733310288.4064703,1271,0.411489337682724
1733310292.8904848,1279,0.30830633640289307
1733310299.9280372,1295,0.37614741921424866
1733310307.4665022,1303,0.4594821333885193
1733310313.5034435,1319,0.6124264001846313
1733310318.7326694,1327,0.37483447790145874
1733310323.5948424,1343,0.8073798418045044
1733310331.5825803,1351,0.3718110918998718
1733310335.7853456,1359,0.2954273819923401
1733310342.524996,1375,0.3693079650402069
1733310363.427105,1407,0.4827723503112793
1733310367.5113895,1415,0.3354595899581909
1733310370.5103636,1423,0.3812994360923767
1733310378.7614727,1431,0.30722129344940186
1733310385.7821126,1447,0.3296157121658325
1733310390.3759007,1455,0.2842208445072174
1733310400.1974003,1471,0.29650723934173584
1733310407.977056,1487,0.3986566662788391
1733310411.7261474,1495,0.39199861884117126
1733310415.3601005,1503,0.2695741653442383
1733310417.9651906,1511,0.415061354637146
1733310429.394645,1527,0.3342650532722473
1733310433.6353438,1535,0.32852184772491455
1733310464.6690679,1591,0.3423965573310852
1733310484.67093,1623,0.3939899802207947
1733310502.9951825,1655,0.34940844774246216
1733310506.8765461,1663,0.25732386112213135
1733310510.3617768,1671,0.32613804936408997
1733310528.5287447,1703,0.525078296661377
1733310532.3684807,1711,0.43610265851020813
1733310535.749633,1719,0.32417601346969604
1733310544.2927365,1727,0.26306331157684326
1733310555.290426,1751,0.28173235058784485
1733310558.4036837,1759,0.2808433771133423
1733310566.857379,1767,0.31234216690063477
1733310570.650776,1775,0.4108876585960388
1733310574.0010786,1783,0.22343075275421143
1733310577.649962,1791,0.25651973485946655
1733310589.1559076,1807,0.3141399323940277
1733310592.819641,1815,0.2314624786376953
1733310597.5327928,1823,0.2627066671848297
1733310604.7187402,1839,0.4252239167690277
1733310607.255378,1847,0.5845544338226318
1733310615.0576925,1855,0.26274198293685913
1733310618.8628578,1863,0.4605445861816406
1733310623.1131353,1871,0.2506546080112457
1733310626.982304,1879,0.24884620308876038
1733310641.490709,1903,0.22817718982696533
